"Site No","Site Name","Business No","Business Name","Year","Week No","Week Beginning","Weekly Average AF","Reason For No Count","SG Action","Mitigation","Additional Mitigation","Additional Information","National Grid Reference","Easting","Northing"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","16","2022-04-18",".94","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","15","2022-04-11",".74","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","14","2022-04-04",".32","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","13","2022-03-28",".31","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","12","2022-03-21",".15","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","11","2022-03-14",".74","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","10","2022-03-07",".76","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","9","2022-02-28",".43","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","8","2022-02-21",".53","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","7","2022-02-14",".31","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","6","2022-02-07",".25","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","5","2022-01-31",".28","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","4","2022-01-24",".195918367","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","3","2022-01-17",".21","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","2","2022-01-10",".19","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2022","1","2022-01-03",".09","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","52","2021-12-27",".11","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","51","2021-12-20",".016666667","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","50","2021-12-13",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","49","2021-12-06",".04","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","48","2021-11-29",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","47","2021-11-22",".02","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","46","2021-11-15",".04","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","45","2021-11-08",".03","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","44","2021-11-01",".05","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","43","2021-10-25",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","42","2021-10-18","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","41","2021-10-11",".03","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","40","2021-10-04",".07","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","39","2021-09-27",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","38","2021-09-20",".02","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","37","2021-09-13","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","36","2021-09-06",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","35","2021-08-30","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","34","2021-08-23",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","33","2021-08-16",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","32","2021-08-09",".02","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","31","2021-08-02",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","30","2021-07-26","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","29","2021-07-19",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","28","2021-07-12","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","27","2021-07-05",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","26","2021-06-28",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","25","2021-06-21","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","24","2021-06-14",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","23","2021-06-07","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","22","2021-05-31","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","21","2021-05-24",".01","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","20","2021-05-17",".07","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","19","2021-05-10",".08","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","18","2021-05-03",".09","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","17","2021-04-26",".03","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","16","2021-04-19","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","15","2021-04-12","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","14","2021-04-05","0","","","","","","NG351555","135100","855500"
"FS0015","Loch Greshornish","FB0119","Mowi Scotland Ltd","2021","13","2021-03-29","0","","","","","","NG351555","135100","855500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","52","2025-12-22",".09","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","51","2025-12-15",".108843537","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","50","2025-12-08",".115","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","49","2025-12-01",".03","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","48","2025-11-24",".01","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","47","2025-11-17",".06","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","46","2025-11-10",".08","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","45","2025-11-03",".08","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","44","2025-10-27",".02","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","43","2025-10-20",".05","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","42","2025-10-13",".18","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","41","2025-10-06",".32","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","40","2025-09-29",".53","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","39","2025-09-22",".39","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","38","2025-09-15",".22","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","37","2025-09-08",".4","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","36","2025-09-01",".46","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","35","2025-08-25",".3","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","34","2025-08-18",".32","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","33","2025-08-11",".31","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","32","2025-08-04",".31","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","31","2025-07-28",".41","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","30","2025-07-21",".37","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","29","2025-07-14",".24","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","28","2025-07-07",".48","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","27","2025-06-30",".43","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","26","2025-06-23",".4","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","25","2025-06-16",".34","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","24","2025-06-09",".8","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","23","2025-06-02","1.95","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","22","2025-05-26",".78","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","21","2025-05-19",".26","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","20","2025-05-12",".26","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","19","2025-05-05",".1","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","18","2025-04-28",".12","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","17","2025-04-21",".1","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","16","2025-04-14",".1","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","15","2025-04-07",".17","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","14","2025-03-31",".17","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","13","2025-03-24",".15","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","12","2025-03-17",".23","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","11","2025-03-10",".14","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","10","2025-03-03",".04","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","9","2025-02-24",".11","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","8","2025-02-17","","Site recently stocked","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","7","2025-02-10","","Site recently stocked","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","2","2025-01-06","","Site fallow","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2025","1","2024-12-30","7.2","","","Destocking","Bath","Movement/FW treatment","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","52","2024-12-23","6.21","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","51","2024-12-16","9.666666667","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","50","2024-12-09","5.21","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","49","2024-12-02","4.99","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","48","2024-11-25","2.17","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","47","2024-11-18","1.08","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","46","2024-11-11",".95","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","45","2024-11-04",".3125","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","44","2024-10-28",".12","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","43","2024-10-21","4.6","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","42","2024-10-14","2.98","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","41","2024-10-07",".93","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","40","2024-09-30",".57","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","39","2024-09-23",".5","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","38","2024-09-16",".47","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","37","2024-09-09",".46","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","36","2024-09-02",".32","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","35","2024-08-26",".34","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","34","2024-08-19",".26","","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","33","2024-08-12","","Site recently stocked","","","","","NG785255","178500","825500"
"FS0016","Loch Alsh (Sron)","FB0119","Mowi Scotland Ltd","2024","27","2024-07-01","","Site fallow","","","","","NG785255","178500","825500"
